batch,time,Aeration Rate,Agitator Power,Substrate Feed Flowrate,Dissolved oxygen volume fraction,Culture Volume,Carbon Dioxide Concentration,ph,Fermentor Temperature,Generated Heat,Cooling water flow rate,Penicillin concentration
32,2024/8/7 10:00,8.0495,30.476,0.042466,1.0987,54.22,2.5876,5.7117,298.02,44839,20.663,0.41154
32,2024/8/7 10:30,8.0495,30.476,0.042466,1.0948,54.249,2.5424,5.4573,298.02,45174,20.904,0.41767
32,2024/8/7 11:00,8.0495,30.476,0.042466,1.1019,54.278,2.5965,5.7189,298.02,45508,21.144,0.42379
32,2024/8/7 11:30,8.0495,30.476,0.042466,1.0992,54.307,2.458,5.4639,298.02,45837,21.383,0.43001
32,2024/8/7 12:00,8.0495,30.476,0.042466,1.0986,54.336,2.5618,5.7262,298.02,46166,21.622,0.4362
32,2024/8/7 12:30,8.0495,30.476,0.042466,1.1003,54.365,2.5639,5.4704,298.02,46489,21.859,0.44249
32,2024/8/7 13:00,8.0495,30.476,0.042466,1.0977,54.394,2.6349,5.7334,298.02,46811,22.095,0.44875
32,2024/8/7 13:30,8.0495,30.476,0.042466,1.0952,54.423,2.6427,5.477,298.02,47129,22.33,0.45511
32,2024/8/7 14:00,8.0495,30.476,0.042466,1.0952,54.452,2.6826,5.7407,298.02,47446,22.563,0.46145
32,2024/8/7 14:30,8.0495,30.476,0.042466,1.1008,54.481,2.5925,5.4836,298.02,47758,22.795,0.46787
32,2024/8/7 15:00,8.0495,30.476,0.042466,1.0968,54.51,2.7521,5.748,298.02,48069,23.026,0.47427
32,2024/8/7 15:30,8.0495,30.476,0.042466,1.0996,54.539,2.6699,5.4902,298.02,48376,23.255,0.48076
32,2024/8/7 16:00,8.0495,30.476,0.042466,1.0975,54.568,2.6557,5.7553,298.02,48681,23.484,0.48722
32,2024/8/7 16:30,8.0495,30.476,0.042466,1.1025,54.596,2.7728,5.4968,298.02,48982,23.71,0.49378
32,2024/8/7 17:00,8.0495,30.476,0.042466,1.0922,54.626,2.6491,5.7627,298.02,49282,23.937,0.5003
32,2024/8/7 17:30,8.0495,30.476,0.042466,1.0975,54.654,2.7829,5.5034,298.02,49578,24.161,0.50691
32,2024/8/7 18:00,8.0495,30.476,0.042466,1.0922,54.683,2.6604,5.7701,298.02,49872,24.385,0.51348
32,2024/8/7 18:30,8.0495,30.476,0.042466,1.1005,54.712,2.7743,5.51,298.02,50162,24.607,0.52015
32,2024/8/7 19:00,8.0495,30.476,0.042466,1.0971,54.741,2.7612,5.7774,298.02,50451,24.829,0.52678
32,2024/8/7 19:30,8.0495,30.476,0.042466,1.0936,54.77,2.7039,5.5166,298.02,50737,25.049,0.5335
32,2024/8/7 20:00,8.0495,30.476,0.042466,1.0977,54.799,2.6633,5.7849,298.02,51020,25.267,0.54018
32,2024/8/7 20:30,8.0495,30.476,0.042466,1.0961,54.828,2.8026,5.5232,298.02,51300,25.484,0.54695
32,2024/8/7 21:00,8.0495,30.476,0.042466,1.0923,54.857,2.8914,5.7923,298.02,51579,25.701,0.55368
32,2024/8/7 21:30,8.0495,30.476,0.042466,1.0982,54.885,2.8516,5.5299,298.02,51853,25.915,0.5605
32,2024/8/7 22:00,8.0495,30.476,0.042466,1.0958,54.914,2.8784,5.7998,298.02,52127,26.128,0.56728
32,2024/8/7 22:30,8.0495,30.476,0.042466,1.0931,54.943,2.8707,5.5365,298.02,52396,26.34,0.57415
32,2024/8/7 23:00,8.0495,30.476,0.042466,1.0903,54.972,2.875,5.8073,298.01,52665,26.551,0.58097
32,2024/8/7 23:30,8.0495,30.476,0.042466,1.0931,55.001,2.8651,5.5432,298.01,52929,26.76,0.58789
32,2024/8/8 0:00,8.0495,30.476,0.042466,1.0969,55.03,2.7879,5.8148,298.01,53192,26.968,0.59476
32,2024/8/8 0:30,8.0495,30.476,0.042466,1.0923,55.058,2.8785,5.5499,298.01,53452,27.174,0.60171
32,2024/8/8 1:00,8.0495,30.476,0.042466,1.0977,55.087,2.7369,5.8224,298.01,53710,27.379,0.60863
32,2024/8/8 1:30,8.0495,30.476,0.042466,1.0936,55.116,2.898,5.5566,298.01,53965,27.583,0.61563
32,2024/8/8 2:00,8.0495,30.476,0.042466,1.0969,55.145,2.9311,5.8299,298.01,54218,27.786,0.62258
32,2024/8/8 2:30,8.0495,30.476,0.042466,1.0938,55.173,3.0452,5.5633,298.01,54468,27.986,0.62962
32,2024/8/8 3:00,8.0495,30.476,0.042466,1.0996,55.202,2.8342,5.8376,298.01,54716,28.186,0.63662
32,2024/8/8 3:30,8.0495,30.476,0.042466,1.0982,55.231,2.9622,5.57,298.01,54961,28.384,0.6437
32,2024/8/8 4:00,8.0495,30.476,0.042466,1.0889,55.26,2.8757,5.8452,298.01,55205,28.581,0.65074
32,2024/8/8 4:30,8.0495,30.476,0.042466,1.0947,55.288,2.8834,5.5767,298.01,55445,28.777,0.65786
32,2024/8/8 5:00,8.0495,30.476,0.042466,1.0956,55.317,3.0525,5.8529,298.01,55684,28.971,0.66494
32,2024/8/8 5:30,8.0495,30.476,0.042466,1.0905,55.346,3.0217,5.5835,298.01,55919,29.163,0.6721
32,2024/8/8 6:00,8.0495,30.476,0.042466,1.0938,55.375,3.0198,5.8606,298.01,56153,29.355,0.67921
32,2024/8/8 6:30,8.0495,30.476,0.042466,1.0969,55.403,2.9559,5.5902,298.01,56384,29.544,0.68641
32,2024/8/8 7:00,8.0495,30.476,0.042466,1.0924,55.432,3.0115,5.8683,298.01,56614,29.733,0.69356
32,2024/8/8 7:30,8.0495,30.476,0.042466,1.0973,55.461,3.0068,5.597,298.01,56840,29.919,0.7008
32,2024/8/8 8:00,8.0495,30.476,0.042466,1.0928,55.49,3.0988,5.8761,298.01,57065,30.105,0.70799
32,2024/8/8 8:30,8.0495,30.476,0.042466,1.0949,55.518,3.0768,5.6038,298.01,57287,30.289,0.71526
32,2024/8/8 9:00,8.0495,30.476,0.042466,1.0868,55.547,3.027,5.8839,298.01,57507,30.472,0.72248
32,2024/8/8 9:30,8.0495,30.476,0.042466,1.092,55.576,3.0776,5.6106,298.01,57724,30.653,0.72979
32,2024/8/8 10:00,8.0495,30.476,0.042466,1.0942,55.604,3.0416,5.8917,298.01,57940,30.833,0.73705
32,2024/8/8 10:30,8.0495,30.476,0.042466,1.0884,55.633,3.0955,5.6174,298.01,58153,31.011,0.74439
32,2024/8/8 11:00,8.0495,30.476,0.042466,1.0923,55.662,3.0382,5.8996,298.01,58365,31.188,0.75168
32,2024/8/8 11:30,8.0495,30.476,0.042466,1.0962,55.69,3.1332,5.6243,298.01,58573,31.364,0.75906
32,2024/8/8 12:00,8.0495,30.476,0.042466,1.0914,55.719,3.0722,5.9075,298.01,58780,31.538,0.76639
32,2024/8/8 12:30,8.0495,30.476,0.042466,1.0931,55.747,3.1381,5.6311,298.01,58984,31.71,0.77379
32,2024/8/8 13:00,8.0495,30.476,0.042466,1.0943,55.776,3.1096,5.9155,298.01,59187,31.881,0.78116
32,2024/8/8 13:30,8.0495,30.476,0.042466,1.0908,55.805,3.0423,5.638,298.01,59387,32.051,0.7886
32,2024/8/8 14:00,8.0495,30.476,0.042466,1.0915,55.833,3.1095,5.9235,298.01,59586,32.219,0.79599
32,2024/8/8 14:30,8.0495,30.476,0.042466,1.0935,55.862,3.3059,5.6449,298.01,59781,32.386,0.80347
32,2024/8/8 15:00,8.0495,30.476,0.042466,1.0924,55.891,3.1168,5.9315,298.01,59976,32.552,0.81089
32,2024/8/8 15:30,8.0495,30.476,0.042466,1.0927,55.919,3.2145,5.6518,298.01,60167,32.715,0.8184
32,2024/8/8 16:00,8.0495,30.476,0.042466,1.0918,55.948,3.0878,5.9396,298.01,60357,32.878,0.82586
32,2024/8/8 16:30,8.0495,30.476,0.042466,1.0909,55.976,3.1448,5.6587,298.01,60545,33.039,0.8334
32,2024/8/8 17:00,8.0495,30.476,0.042466,1.0903,56.005,3.1639,5.9477,298.01,60731,33.198,0.84089
32,2024/8/8 17:30,8.0495,30.476,0.042466,1.0903,56.033,3.0896,5.6657,298.01,60914,33.356,0.84846
32,2024/8/8 18:00,8.0495,30.476,0.042466,1.0955,56.062,3.1564,5.9559,298.01,61096,33.513,0.85598
32,2024/8/8 18:30,8.0495,30.476,0.042466,1.0942,56.09,3.2136,5.6727,298.01,61275,33.668,0.86358
32,2024/8/8 19:00,8.0495,30.476,0.042466,1.0896,56.119,3.1475,5.9641,298.01,61453,33.822,0.87114
32,2024/8/8 19:30,8.0495,30.476,0.042466,1.0898,56.148,3.2773,5.6797,298.01,61629,33.975,0.87877
32,2024/8/8 20:00,8.0495,30.476,0.042466,1.0901,56.176,3.2276,5.9723,298.01,61802,34.126,0.88635
32,2024/8/8 20:30,8.0495,30.476,0.042466,1.0978,56.205,3.262,5.6867,298.01,61974,34.275,0.89401
32,2024/8/8 21:00,8.0495,30.476,0.042466,1.0893,56.233,3.218,5.9807,298.01,62144,34.423,0.90163
32,2024/8/8 21:30,8.0495,30.476,0.042466,1.0929,56.262,3.3629,5.6937,298.01,62311,34.569,0.90932
32,2024/8/8 22:00,8.0495,30.476,0.042466,1.0886,56.29,3.3409,5.989,298.01,62478,34.715,0.91696
32,2024/8/8 22:30,8.0495,30.476,0.042466,1.0921,56.319,3.2137,5.7008,298.01,62641,34.858,0.92469
32,2024/8/8 23:00,8.0495,30.476,0.042466,1.0883,56.347,3.218,5.9974,298.01,62804,35.001,0.93236
32,2024/8/8 23:30,8.0495,30.476,0.042466,1.0881,56.376,3.2088,5.7078,298.01,62963,35.141,0.94011
32,2024/8/9 0:00,8.0495,30.476,0.042466,1.0887,56.404,3.3802,6.0059,298.01,63122,35.281,0.94781
32,2024/8/9 0:30,8.0495,30.476,0.042466,1.0898,56.433,3.3141,5.7149,298.01,63278,35.419,0.95559
32,2024/8/9 1:00,8.0495,30.476,0.042466,1.0908,56.461,3.2661,6.0144,298.01,63433,35.555,0.96332
32,2024/8/9 1:30,8.0495,30.476,0.042466,1.0958,56.489,3.2899,5.7221,298.01,63585,35.69,0.97113
32,2024/8/9 2:00,8.0495,30.476,0.042466,1.0893,56.518,3.3465,6.0229,298.01,63736,35.824,0.97889
32,2024/8/9 2:30,8.0495,30.476,0.042466,1.0872,56.546,3.3337,5.7292,298.01,63885,35.956,0.98673
32,2024/8/9 3:00,8.0495,30.476,0.042466,1.0834,56.575,3.2448,6.0315,298.01,64033,36.087,0.99451
32,2024/8/9 3:30,8.0495,30.476,0.042466,1.0919,56.603,3.3228,5.7364,298.01,64178,36.217,1.0024
32,2024/8/9 4:00,8.0495,30.476,0.042466,1.0901,56.632,3.3853,6.0402,298.01,64322,36.345,1.0102
32,2024/8/9 4:30,8.0495,30.476,0.042466,1.0927,56.66,3.3852,5.7436,298.01,64463,36.471,1.0181
32,2024/8/9 5:00,8.0495,30.476,0.042466,1.0904,56.689,3.2997,6.0489,298.01,64603,36.597,1.0259
32,2024/8/9 5:30,8.0495,30.476,0.042466,1.0877,56.717,3.2935,5.7508,298.01,64741,36.72,1.0338
32,2024/8/9 6:00,8.0495,30.476,0.042466,1.0878,56.745,3.3179,6.0577,298.01,64878,36.843,1.0417
32,2024/8/9 6:30,8.0495,30.476,0.042466,1.0885,56.774,3.3628,5.758,298.01,65013,36.964,1.0497
32,2024/8/9 7:00,8.0495,30.476,0.042466,1.088,56.802,3.3691,6.0666,298.01,65146,37.083,1.0576
32,2024/8/9 7:30,8.0495,30.476,0.042466,1.0845,56.83,3.3653,5.7653,298.01,65277,37.202,1.0655
32,2024/8/9 8:00,8.0495,30.476,0.042466,1.0922,56.859,3.3521,6.0755,298.01,65407,37.318,1.0734
32,2024/8/9 8:30,8.0495,30.476,0.042466,1.0875,56.887,3.2295,5.7726,298.01,65534,37.434,1.0814
32,2024/8/9 9:00,8.0495,30.476,0.042466,1.0854,56.916,3.3481,6.0845,298.01,65661,37.548,1.0894
32,2024/8/9 9:30,8.0495,30.476,0.042466,1.0857,56.944,3.4223,5.7799,298.01,65785,37.661,1.0974
32,2024/8/9 10:00,8.0495,30.476,0.042466,1.0879,56.972,3.3843,6.0935,298.01,65908,37.772,1.1054
32,2024/8/9 10:30,8.0495,30.476,0.042466,1.0878,57,3.3883,5.7873,298.01,66029,37.882,1.1134
32,2024/8/9 11:00,8.0495,30.476,0.042466,1.0909,57.029,3.3869,6.1026,298.01,66149,37.99,1.1214
32,2024/8/9 11:30,8.0495,30.476,0.042466,1.0838,57.057,3.4783,5.7947,298.01,66266,38.098,1.1295
32,2024/8/9 12:00,8.0495,30.476,0.042466,1.092,57.085,3.3723,6.1118,298.01,66383,38.203,1.1375
32,2024/8/9 12:30,8.0495,30.476,0.042466,1.0861,57.114,3.3839,5.8021,298.01,66497,38.308,1.1456
32,2024/8/9 13:00,8.0495,30.476,0.042466,1.0894,57.142,3.3929,6.1211,298.01,66610,38.411,1.1537
32,2024/8/9 13:30,8.0495,30.476,0.042466,1.0853,57.17,3.4931,5.8095,298.01,66721,38.513,1.1618
32,2024/8/9 14:00,8.0495,30.476,0.042466,1.0849,57.199,3.5169,6.1304,298.01,66831,38.613,1.1699
32,2024/8/9 14:30,8.0495,30.476,0.042466,1.0914,57.227,3.4347,5.817,298.01,66939,38.712,1.178
32,2024/8/9 15:00,8.0495,30.476,0.042466,1.0839,57.255,3.4365,6.1398,298.01,67046,38.81,1.1861
32,2024/8/9 15:30,8.0495,30.476,0.042466,1.0852,57.283,3.5696,5.8245,298.01,67151,38.907,1.1943
32,2024/8/9 16:00,8.0495,30.476,0.042466,1.095,57.312,3.4609,6.1493,298.01,67254,39.002,1.2024
32,2024/8/9 16:30,8.0495,30.476,0.042466,1.089,57.34,3.5838,5.832,298.01,67356,39.095,1.2106
32,2024/8/9 17:00,8.0495,30.476,0.042466,1.0825,57.368,3.5453,6.1589,298.01,67457,39.188,1.2187
32,2024/8/9 17:30,8.0495,30.476,0.042466,1.0916,57.396,3.5111,5.8396,298.01,67555,39.279,1.2269
32,2024/8/9 18:00,8.0495,30.476,0.042466,1.087,57.425,3.5376,6.1685,298.01,67653,39.369,1.2351
32,2024/8/9 18:30,8.0495,30.476,0.042466,1.0853,57.453,3.5198,5.8472,298.01,67749,39.457,1.2433
32,2024/8/9 19:00,8.0495,30.476,0.042466,1.0864,57.481,3.5845,6.1783,298.01,67843,39.545,1.2515
32,2024/8/9 19:30,8.0495,30.476,0.042466,1.0852,57.509,3.5439,5.8548,298.01,67936,39.631,1.2597
32,2024/8/9 20:00,8.0495,30.476,0.042466,1.0914,57.537,3.5085,6.1881,298.01,68027,39.715,1.2679
32,2024/8/9 20:30,8.0495,30.476,0.042466,1.0897,57.566,3.5028,5.8625,298.01,68117,39.799,1.2762
32,2024/8/9 21:00,8.0495,30.476,0.042466,1.0874,57.594,3.4734,6.198,298.01,68205,39.881,1.2844
32,2024/8/9 21:30,8.0495,30.476,0.042466,1.0907,57.622,3.5105,5.8701,298.01,68292,39.962,1.2927
32,2024/8/9 22:00,8.0495,30.476,0.042466,1.0876,57.65,3.5127,6.208,298.01,68378,40.041,1.3009
32,2024/8/9 22:30,8.0495,30.476,0.042466,1.0851,57.678,3.5423,5.8779,298.01,68462,40.119,1.3092
32,2024/8/9 23:00,8.0495,30.476,0.042466,1.0903,57.707,3.4598,6.2181,298.01,68544,40.196,1.3175
32,2024/8/9 23:30,8.0495,30.476,0.042466,1.085,57.735,3.3908,5.8856,298.01,68625,40.272,1.3258
32,2024/8/10 0:00,8.0495,30.476,0.042466,1.0849,57.763,3.7018,6.2283,298.01,68705,40.347,1.334
32,2024/8/10 0:30,8.0495,30.476,0.042466,1.0869,57.791,3.5041,5.8934,298.01,68783,40.42,1.3424
32,2024/8/10 1:00,8.0495,30.476,0.042466,1.0894,57.819,3.6246,6.2386,298.01,68860,40.492,1.3507
32,2024/8/10 1:30,8.0495,30.476,0.042466,1.0841,57.847,3.5697,5.9013,298.01,68936,40.563,1.359
32,2024/8/10 2:00,8.0495,30.476,0.042466,1.0812,57.875,3.55,6.2491,298,69010,40.632,1.3673
32,2024/8/10 2:30,8.0495,30.476,0.042466,1.0868,57.903,3.6218,5.9092,298,69083,40.7,1.3757
32,2024/8/10 3:00,8.0495,30.476,0.042466,1.0864,57.932,3.5706,6.2596,298,69154,40.768,1.384
32,2024/8/10 3:30,8.0495,30.476,0.042466,1.0892,57.96,3.5454,5.9171,298,69224,40.833,1.3924
32,2024/8/10 4:00,8.0495,30.476,0.042466,1.0901,57.988,3.4393,6.2702,298,69293,40.898,1.4007
32,2024/8/10 4:30,8.0495,30.476,0.042466,1.0838,58.016,3.5423,5.925,298,69360,40.962,1.4091
32,2024/8/10 5:00,8.0495,30.476,0.042466,1.0864,58.044,3.4556,6.2809,298,69426,41.024,1.4174
32,2024/8/10 5:30,8.0495,30.476,0.042466,1.0897,58.072,3.5815,5.933,298,69491,41.085,1.4258
32,2024/8/10 6:00,8.0495,30.476,0.042466,1.0832,58.1,3.6555,6.2918,298,69554,41.145,1.4342
32,2024/8/10 6:30,8.0495,30.476,0.042466,1.0836,58.128,3.6317,5.941,298,69617,41.203,1.4426
32,2024/8/10 7:00,8.0495,30.476,0.042466,1.0889,58.156,3.6282,6.3028,298,69677,41.261,1.4509
32,2024/8/10 7:30,8.0495,30.476,0.042466,1.0907,58.184,3.5364,5.9491,298,69737,41.317,1.4593
32,2024/8/10 8:00,8.0495,30.476,0.042466,1.0872,58.212,3.5611,6.3139,298,69795,41.373,1.4677
32,2024/8/10 8:30,8.0495,30.476,0.042466,1.0889,58.24,3.5012,5.9572,298,69852,41.427,1.4761
32,2024/8/10 9:00,8.0495,30.476,0.042466,1.0868,58.268,3.5658,6.3251,298,69908,41.48,1.4845
32,2024/8/10 9:30,8.0495,30.476,0.042466,1.088,58.296,3.6169,5.9654,298,69962,41.531,1.4929
32,2024/8/10 10:00,8.0495,30.476,0.042466,1.0869,58.324,3.4559,6.3365,298,70015,41.582,1.5013
32,2024/8/10 10:30,8.0495,30.476,0.042466,1.0802,58.352,3.5153,5.9735,298,70067,41.631,1.5097
32,2024/8/10 11:00,8.0495,30.476,0.042466,1.0884,58.38,3.5393,6.348,298,70118,41.68,1.5181
32,2024/8/10 11:30,8.0495,30.476,0.042466,1.0888,58.408,3.5098,5.9818,298,70168,41.727,1.5265
32,2024/8/10 12:00,8.0495,30.476,0.042466,1.0896,58.436,3.6406,6.3597,298,70216,41.773,1.5349
32,2024/8/10 12:30,8.0495,30.476,0.042466,1.0891,58.464,3.6262,5.99,298,70263,41.818,1.5434
32,2024/8/10 13:00,8.0495,30.476,0.042466,1.0876,58.492,3.5029,6.3715,298,70309,41.862,1.5518
32,2024/8/10 13:30,8.0495,30.476,0.042466,1.083,58.52,3.7055,5.9984,298,70354,41.905,1.5602
32,2024/8/10 14:00,8.0495,30.476,0.042466,1.0807,58.548,3.4652,6.3834,298,70397,41.946,1.5686
32,2024/8/10 14:30,8.0495,30.476,0.042466,1.0834,58.576,3.4592,6.0067,298,70440,41.987,1.577
32,2024/8/10 15:00,8.0495,30.476,0.042466,1.0894,58.604,3.5896,6.3955,298,70481,42.027,1.5854
32,2024/8/10 15:30,8.0495,30.476,0.042466,1.0876,58.632,3.6234,6.0151,298,70521,42.065,1.5938
32,2024/8/10 16:00,8.0495,30.476,0.042466,1.085,58.66,3.5926,6.4078,298,70560,42.102,1.6022
32,2024/8/10 16:30,8.0495,30.476,0.042466,1.0885,58.688,3.596,6.0235,298,70597,42.139,1.6106
32,2024/8/10 17:00,8.0495,30.476,0.042466,1.0814,58.716,3.6289,6.4202,298,70634,42.174,1.619
32,2024/8/10 17:30,8.0495,30.476,0.042466,1.0851,58.744,3.5823,6.032,298,70669,42.208,1.6274
32,2024/8/10 18:00,8.0495,30.476,0.042466,1.0856,58.772,3.6532,6.4328,298,70704,42.241,1.6358
32,2024/8/10 18:30,8.0495,30.476,0.042466,1.085,58.8,3.691,6.0405,298,70737,42.274,1.6442
32,2024/8/10 19:00,8.0495,30.476,0.042466,1.0809,58.828,3.6949,6.4455,298,70769,42.305,1.6525
32,2024/8/10 19:30,8.0495,30.476,0.042466,1.086,58.855,3.7327,6.0491,298,70800,42.335,1.6609
32,2024/8/10 20:00,8.0495,30.476,0.042466,1.086,58.883,3.5739,6.4584,298,70830,42.364,1.6693
32,2024/8/10 20:30,8.0495,30.476,0.042466,1.0869,58.911,3.6744,6.0577,298,70859,42.392,1.6776
32,2024/8/10 21:00,8.0495,30.476,0.042466,1.0854,58.939,3.7025,6.4716,298,70887,42.419,1.686
32,2024/8/10 21:30,8.0495,30.476,0.042466,1.0884,58.967,3.6353,6.0663,298,70914,42.445,1.6943
32,2024/8/10 22:00,8.0495,30.476,0.042466,1.0865,58.995,3.6244,6.4849,298,70939,42.47,1.7026
32,2024/8/10 22:30,8.0495,30.476,0.042466,1.0843,59.023,3.6936,6.075,298,70964,42.494,1.711
32,2024/8/10 23:00,8.0495,30.476,0.042466,1.0861,59.051,3.5798,6.4984,298,70988,42.518,1.7192
32,2024/8/10 23:30,8.0495,30.476,0.042466,1.0912,59.078,3.6886,6.0837,298,71010,42.54,1.7276
32,2024/8/11 0:00,8.0495,30.476,0.042466,1.0886,59.106,3.8376,6.5121,298,71032,42.561,1.7358
32,2024/8/11 0:30,8.0495,30.476,0.042466,1.09,59.134,3.5432,6.0925,298,71053,42.581,1.7441
32,2024/8/11 1:00,8.0495,30.476,0.042466,1.091,59.162,3.6852,6.526,298,71072,42.601,1.7523
32,2024/8/11 1:30,8.0495,30.476,0.042466,1.0888,59.19,3.5933,6.1013,298,71091,42.619,1.7606
32,2024/8/11 2:00,8.0495,30.476,0.042466,1.0914,59.218,3.6305,6.5401,298,71108,42.637,1.7688
32,2024/8/11 2:30,8.0495,30.476,0.042466,1.0884,59.245,3.7743,6.1101,298,71125,42.653,1.777
32,2024/8/11 3:00,8.0495,30.476,0.042466,1.0812,59.273,3.5266,6.5544,298,71141,42.669,1.7852
32,2024/8/11 3:30,8.0495,30.476,0.042466,1.0836,59.301,3.6789,6.119,298,71156,42.684,1.7934
32,2024/8/11 4:00,8.0495,30.476,0.042466,1.0884,59.329,3.7127,6.569,298,71169,42.698,1.8015
32,2024/8/11 4:30,8.0495,30.476,0.042466,1.0861,59.357,3.5246,6.1279,298,71182,42.71,1.8097
32,2024/8/11 5:00,8.0495,30.476,0.042466,1.0897,59.385,3.637,6.5837,298,71194,42.723,1.8178
32,2024/8/11 5:30,8.0495,30.476,0.042466,1.0893,59.412,3.5871,6.1368,298,71205,42.734,1.8259
32,2024/8/11 6:00,8.0495,30.476,0.042466,1.088,59.44,3.6808,6.5988,298,71215,42.744,1.834
32,2024/8/11 6:30,8.0495,30.476,0.042466,1.0838,59.468,3.7037,6.1458,298,71225,42.754,1.842
32,2024/8/11 7:00,8.0495,30.476,0.042466,1.0921,59.496,3.6855,6.614,298,71233,42.762,1.85
32,2024/8/11 7:30,8.0495,30.476,0.042466,1.0906,59.523,3.5973,6.1548,298,71240,42.77,1.858
32,2024/8/11 8:00,8.0495,30.476,0.042466,1.0879,59.551,3.5487,6.6295,298,71247,42.777,1.866
32,2024/8/11 8:30,8.0495,30.476,0.042466,1.0919,59.579,3.6014,6.1638,298,71253,42.783,1.8739
32,2024/8/11 9:00,8.0495,30.476,0.042466,1.086,59.607,3.7045,6.6452,298,71257,42.789,1.8818
32,2024/8/11 9:30,8.0495,30.476,0.042466,1.0879,59.634,3.6764,6.1728,298,71261,42.793,1.8897
33,2024/8/11 10:00,8.9371,29.586,0,1.1572,50.367,0.37857,5.0769,284.57,21.405,0,3.17E-06
33,2024/8/11 10:30,8.9371,29.586,0,1.1587,50.361,0.49706,5.071,290.71,46.832,0,6.47E-06
33,2024/8/11 11:00,8.9371,29.586,0,1.1573,50.352,0.47976,5.0633,296.33,79.825,0,9.93E-06
33,2024/8/11 11:30,8.9371,29.586,0,1.1568,50.341,0.39884,5.0548,296.04,118.83,10.008,1.37E-05
33,2024/8/11 12:00,8.9371,29.586,0,1.1576,50.33,0.39779,5.0465,296.04,161.56,0,1.77E-05
33,2024/8/11 12:30,8.9371,29.586,0,1.1596,50.319,0.36737,5.0385,296.05,208.55,0,2.20E-05
33,2024/8/11 13:00,8.9371,29.586,0,1.1584,50.308,0.54757,5.0305,296.05,260.21,0,2.67E-05
33,2024/8/11 13:30,8.9371,29.586,0,1.1559,50.297,0.55515,5.0235,296.05,317,0,3.17E-05
33,2024/8/11 14:00,8.9371,29.586,0,1.1606,50.286,0.48867,5.0182,296.06,379.42,0,3.73E-05
33,2024/8/11 14:30,8.9371,29.586,0,1.1577,50.275,0.52685,5.0132,296.06,448.05,0,4.33E-05
33,2024/8/11 15:00,8.9371,29.586,0,1.1541,50.265,0.49629,5.0109,296.07,523.51,0,4.98E-05
33,2024/8/11 15:30,8.9371,29.586,0,1.1531,50.254,0.50241,5.0054,296.08,606.46,0,5.70E-05
33,2024/8/11 16:00,8.9371,29.586,0,1.1592,50.243,0.50477,5.0095,296.09,697.72,0,6.49E-05
33,2024/8/11 16:30,8.9371,29.586,0,1.1552,50.232,0.5712,4.995,296.1,797.96,0,7.35E-05
33,2024/8/11 17:00,8.9371,29.586,0,1.1507,50.221,0.49059,5.0223,296.11,908.42,0,8.30E-05
33,2024/8/11 17:30,8.9371,29.586,0,1.1572,50.21,0.4879,4.9951,296.12,1029.9,0,9.35E-05
33,2024/8/11 18:00,8.9371,29.586,0,1.1523,50.199,0.54881,5.0589,296.13,1164.2,0,0.00010497
33,2024/8/11 18:30,8.9371,29.586,0,1.15,50.188,0.50634,5.0079,296.15,1312.3,0,0.0001177
33,2024/8/11 19:00,8.9371,29.586,0,1.1493,50.177,0.54778,5.1442,296.17,1476.9,0,0.00013179
33,2024/8/11 19:30,8.9371,29.586,0,1.1502,50.166,0.60225,5.0768,296.19,1659.8,0,0.00014746
33,2024/8/11 20:00,8.9371,29.586,0,1.1498,50.155,0.56238,5.3665,296.21,1865.4,0,0.0001649
33,2024/8/11 20:30,8.9371,29.586,0,1.1464,50.144,0.59209,5.2469,296.24,2096.5,0,0.00018445
33,2024/8/11 21:00,8.9371,29.586,0,1.1469,50.133,0.65181,5.5792,296.27,2355.9,0,0.00020641
33,2024/8/11 21:30,8.9371,29.586,0,1.1431,50.122,0.66708,5.3776,296.3,2644.7,0,0.00023119
33,2024/8/11 22:00,8.9371,29.586,0,1.1386,50.111,0.47694,5.6529,296.34,2966,0,0.00025921
33,2024/8/11 22:30,8.9371,29.586,0,1.1351,50.1,0.62659,5.3979,296.38,3321.2,0,0.00029101
33,2024/8/11 23:00,8.9371,29.586,0,1.1343,50.089,0.65383,5.6371,296.43,3714.5,0,0.00032714
33,2024/8/11 23:30,8.9371,29.586,0,1.1323,50.078,0.62063,5.3623,296.48,4147.3,0,0.00036837
33,2024/8/12 0:00,8.9371,29.586,0,1.1315,50.067,0.65729,5.5832,296.54,4625,0,0.00041548
33,2024/8/12 0:30,8.9371,29.586,0,1.1288,50.055,0.64044,5.3055,296.6,5148.7,0,0.00046961
33,2024/8/12 1:00,8.9371,29.586,0,1.1266,50.044,0.65028,5.5167,296.68,5724.9,0,0.00053193
33,2024/8/12 1:30,8.9371,29.586,0,1.1212,50.033,0.75559,5.2417,296.76,6353.7,0,0.00060416
33,2024/8/12 2:00,8.9371,29.586,0,1.1181,50.022,0.72316,5.4471,296.85,7043.2,0,0.00068818
33,2024/8/12 2:30,8.9371,29.586,0,1.1152,50.01,0.93491,5.1765,296.94,7791.9,0,0.00078679
33,2024/8/12 3:00,8.9371,29.586,0,1.11,49.999,0.84093,5.3783,297.05,8608.9,0,0.00090321
33,2024/8/12 3:30,8.9371,29.586,0,1.109,49.987,0.84348,5.1126,297.17,9490.1,0,0.0010424
